holistic_essay_score,Formality,Narrativity,SentenceStructure,SentenceLength,SentenceComplexity,Cohesion,Dialogue,Organization,GrammarUsage,Concreteness,Conventionality,Mechanics,Interactivity,Contextualization,StanceTaking,VocabularyLength,VocabularyFrequency,lt_final_scr,logdta,logdtu
3,0.525822643556205,0.0241772572657198,0.506436301095838,0.800280925593559,0.449379348599519,-1.22316354128453,0.356021765138125,0.291508444982076,-1.37835681920517,0.286993326614257,0.269951580108683,0.277165770186386,0.478304700758593,-0.0377574406679626,0.315933032708669,0.200407896735539,-0.1200040331823,-0.144517085035635,-0.71892242381549,0.658343199995024
3,1.37170676438633,-1.45080048412327,0.366795812205672,0.613511547227568,0.125877592773736,0.0239846942486049,-0.232405242460668,-0.86672348713734,-0.973493715389714,0.892475274281293,0.797232075783455,0.668322387249005,-1.48535241077647,-1.8362032540201,0.378201058174514,0.849877357924938,-1.27214689754553,1.20248168631668,1.6231094597754,-2.14112458456938
4,1.20966038871394,-0.499101018923787,-0.347946275318218,0.0943809168596594,-0.678230527493606,0.251516376959226,0.342572941392292,0.618996582661928,-1.14888547572608,0.76563630170123,0.514467229952115,0.210495102714859,-1.28059369699509,-0.937919838720862,0.34227296455441,0.725186488307322,-0.649941616162214,-0.174230293227231,-1.07889652778934,1.19379217074056
3,1.58104088983189,-0.181002511849735,-0.101361488485074,-0.230522024200118,0.413732379005176,-0.65337426770783,0.685000700904653,1.20006383108617,-0.863934577425874,1.30720367848221,0.0691456001986446,0.102618159634912,-1.16540539332452,-0.638804645051553,-0.315030826000843,1.04668596457148,-0.585079515610115,0.192232607802444,-1.09599426881854,1.7292411414861
5,1.52456467969894,-0.80688836062972,0.265560889805147,-0.118229762491842,0.741786921878328,0.88518629017166,-0.183703332096545,1.20414582152796,0.0313515198959478,0.620496891480848,1.0045513959054,0.790387000827839,-1.30776693777424,-1.11659317992534,0.673011422370845,0.788591322914624,-1.25014155568157,1.01429803443658,0.456970975864481,0.658343199995024
4,1.96361413909436,-0.667864298688718,-0.35089221880004,0.424482674181154,-1.04117441839985,0.152377571866489,-0.00300456764916194,1.37282505409244,-1.63151519186722,0.328001250620587,0.435059728869236,0.436843587378261,-1.64729681195374,-0.968326279664192,0.223053699837529,1.43871261228219,-1.85949374517741,-0.421840361490524,-0.827114210568606,1.60911865897602
3,1.41896557858925,-1.04522067190615,-0.816849587371891,-0.897763518115462,-0.749529874051808,-0.141336137233236,-0.424772932454773,0.446305244075318,-0.0212320421463955,1.03565495867639,-0.248247249105269,-0.11635817899327,-1.23678266792919,-1.16949741447661,-0.623043950050086,1.00471647656273,-1.29323375545703,-0.233656709610421,-0.677054988587944,0.658343199995024
3,-0.368038621516085,0.0125115611975874,1.56589813837661,1.87740144233522,1.12909812231887,-0.581964917937601,0.332170949650595,-0.552477798561982,-0.669594210954545,1.05596827061958,-0.443304915870353,-1.00155512647836,-0.182226523439616,-0.0814855896658179,-0.0952636194423668,-1.19805872805503,0.333190802400219,0.291276635107762,0.837539565474875,-0.851002675884222
3,1.18468119014488,-1.3246089565482,2.41564767722869,2.10387770989605,1.76612048044161,0.418337258881004,-1.32270870396499,0.244410689116433,0.998128575342412,0.740085556685615,1.10239841042394,0.942687528083534,-2.05238017955272,-0.996496401296732,-0.503507009195342,0.763431857614468,-0.608816463642692,0.519077897909992,0.0187963862344964,0.190583597147087
3,-0.646698800977149,-1.79501638148677,-1.11439848753894,-0.91451077815766,-1.16002921969108,-1.78490482854137,-1.32270870396499,-0.179996977582975,-0.961422346781953,0.496696305409244,1.53794990089538,1.4742316128925,0.360787220408147,-1.39490829762792,2.16999773611355,-0.574031264025632,1.13480730423781,0.618121925215309,-1.18672399629324,0.439119232800947
2,-0.852225507109583,-0.150343906157665,0.458882620052833,1.03812582196303,0.0109827096567024,1.36766041027195,0.126665778749961,-0.71443282230162,-1.94750263142289,1.04960333723678,-0.29241642165753,-0.105346269191694,0.779917879280029,-0.434658809827753,1.03384580964232,-0.564213336792653,1.57746868728543,0.994489228975516,-0.827114210568606,-0.0963297379446078
3,-0.484039897591924,-0.983193258888485,0.663214641341914,0.928432027183735,-0.558995355718033,-0.304191531202886,0.0426338698268929,-0.485667355872078,-0.0846062970079973,0.792455210163392,1.01713187518549,0.821691571056203,0.299885579897989,-1.32288053177035,1.96464420230903,-0.739000240599676,0.884934309920199,0.875636396209135,-0.817635048293328,0.190583597147087
4,0.892017223663589,-1.09208179349807,0.33170498961183,0.78991638197766,-0.752365171733832,0.645640656582977,-1.32270870396499,0.261318866311262,0.930395161872096,0.713332403026634,0.791717744526407,0.658914410497455,-1.2928195903091,-0.717428397909162,-0.220391528880811,0.395094758490696,-0.789844694750276,0.84592318801754,-0.827114210568606,0.658343199995024
3,1.48235900351474,-1.60756912961991,0.67165563632364,0.514802036014182,0.58224101634622,-0.613083542219326,-0.919158584683721,0.316249000558153,-0.60322854141408,1.01769923187984,0.762559020192512,0.749358684178253,-0.95469654641444,-1.54950004729953,-0.253846696162215,1.28242857135814,-1.20034638473984,0.271467829646698,-0.583106889572704,0.439119232800947
3,1.40827453714109,-0.596366375170982,-0.219664771900695,0.0418794926795142,-0.219966878740423,0.716461495404062,0.0161715601492772,1.12271189323866,-0.88494630305428,0.475381065722008,0.668544565629061,0.683802141491764,-0.251261415678279,-0.931601142012529,0.834939786436086,0.598136223865176,-0.754424384277425,0.0634753723055313,-0.566523400562549,1.34277185888803
5,2.1773466351569,-0.0965884549659947,0.536095711032698,0.314605008646532,0.755951518231606,1.59680942035601,0.661259620693791,1.38462042079991,-0.0152423627313208,1.00970213617404,0.721457671774003,0.551109200328117,-2.35132728669926,-0.803752968401124,-0.00924037807098383,1.71211423213504,-1.46857736161916,0.954871618053389,0.282979232589582,0.658343199995024
3,0.179482158516583,-0.678451004848523,-1.05307010550684,-0.677643026456543,-1.47565853572278,0.182887964774457,-0.259289823037395,-0.340509430980866,0.337272827486488,0.434511174986594,0.352757501262093,0.372711429823284,-0.589213523365406,-0.7826991273809,0.14171048453427,-0.24647475483464,-0.784742705832166,0.618121925215309,-1.89501329712887,0.854445721036408
4,0.249258384584971,-1.48724621657076,-0.238357172873085,0.112392444897744,-0.35019306825844,0.0241783754943341,-1.32270870396499,0.67763666161407,-1.03664418752939,0.611410606240459,0.551138478323882,0.420743096796622,-0.564982914804026,-1.20817535607515,0.818493239729871,-0.110143633057317,0.0732188795111098,0.122901788688722,0.26538996489456,0.439119232800947
4,0.653581717006315,-0.883642249085474,0.925603119338202,0.428581273813155,1.61643586756686,0.796882422530323,-0.588098096478409,0.627291291557633,0.0257532258658662,0.783135568692351,1.19865593176935,1.13122721743534,-0.746860705558118,-0.927222490671406,-0.284644687533753,-0.124238907433477,-0.324929873736688,0.73697475798169,-0.0897655505761347,0.658343199995024
3,0.192917649082678,-1.20066438837771,1.01442614880001,1.38368317860609,0.194481515257814,0.853080988994884,-1.32270870396499,-0.258534944624844,-1.80973439171564,1.54630713384287,-0.32923799657406,-0.562939086642852,-0.548304093470198,-0.876134311540359,0.555985593393701,-0.756502541946408,0.0674147874026593,1.59865779553795,-1.02685197202438,0.439119232800947
